AAAAMMDD	tMin	tMax	tMoy	djuM	djuC	tag
20210221	-0.20	19.90	9.85	8.15	8.38	202102
20210222	4.40	20.60	12.50	5.50	5.88	202102
20210223	5.60	20.90	13.25	4.75	5.21	202102
20210224	2.80	21.90	12.35	5.65	6.30	202102
20210225	0.80	20.30	10.55	7.45	7.75	202102
20210226	1.70	19.70	10.70	7.30	7.50	202102
20210227	7.10	10.10	8.60	9.40	9.40	202102
20210228	2.50	15.50	9.00	9.00	9.00	202102
20210301	0.00	17.20	8.60	9.40	9.40	202102
20210302	0.10	15.40	7.75	10.25	10.25	202103
20210303	2.50	12.00	7.25	10.75	10.75	202103
20210304	2.30	17.70	10.00	8.00	8.00	202103
20210305	3.90	16.50	10.20	7.80	7.80	202103
20210306	5.60	14.40	10.00	8.00	8.00	202103
20210307	5.70	15.40	10.55	7.45	7.45	202103
20210308	6.20	14.90	10.55	7.45	7.45	202103
20210309	3.20	13.00	8.10	9.90	9.90	202103
20210310	-1.40	14.30	6.45	11.55	11.55	202103
20210311	4.90	15.70	10.30	7.70	7.70	202103
20210312	6.20	13.60	9.90	8.10	8.10	202103
20210313	-0.40	16.10	7.85	10.15	10.15	202103
20210314	3.50	6.40	4.95	13.05	13.05	202103
20210315	2.20	5.10	3.65	14.35	14.35	202103
20210316	2.30	11.40	6.85	11.15	11.15	202103
20210317	3.30	8.40	5.85	12.15	12.15	202103
20210318	0.40	9.00	4.70	13.30	13.30	202103
20210319	0.00	10.00	5.00	13.00	13.00	202103
20210320	-1.00	8.20	3.60	14.40	14.40	202103
20210321	-2.70	12.20	4.75	13.25	13.25	202103
20210322	0.70	13.00	6.85	11.15	11.15	202103
20210323	3.50	14.40	8.95	9.05	9.05	202103
20210324	-0.40	18.70	9.15	8.85	8.92	202103
20210325	0.50	20.80	10.65	7.35	7.74	202103
20210326	1.70	20.00	10.85	7.15	7.40	202103
20210327	9.20	13.70	11.45	6.55	6.55	202103
20210328	0.20	20.90	10.55	7.45	7.85	202103
20210329	2.00	23.30	12.65	5.35	6.33	202103
20210330	4.00	25.50	14.75	3.25	4.95	202103
20210331	5.50	27.30	16.40	1.60	4.01	202103
20210401	6.10	26.30	16.20	1.80	3.90	202103
20210402	6.30	25.50	15.90	2.10	3.93	202104
20210403	6.80	17.40	12.10	5.90	5.90	202104
20210404	2.70	17.00	9.85	8.15	8.15	202104
20210405	1.50	20.60	11.05	6.95	7.31	202104
20210406	4.60	10.40	7.50	10.50	10.50	202104
20210407	0.50	10.20	5.35	12.65	12.65	202104
20210408	-3.40	18.60	7.60	10.40	10.45	202104
20210409	0.20	20.70	10.45	7.55	7.92	202104
20210410	7.60	17.00	12.30	5.70	5.70	202104
20210411	5.40	22.10	13.75	4.25	5.00	202104
20210412	4.60	10.50	7.55	10.45	10.45	202104
20210413	1.00	13.50	7.25	10.75	10.75	202104
20210414	-0.70	14.10	6.70	11.30	11.30	202104
20210415	-0.60	13.50	6.45	11.55	11.55	202104
20210416	0.30	8.90	4.60	13.40	13.40	202104
20210417	1.60	13.40	7.50	10.50	10.50	202104
20210418	0.50	14.50	7.50	10.50	10.50	202104
20210419	1.00	16.90	8.95	9.05	9.05	202104
20210420	1.50	21.60	11.55	6.45	7.01	202104
20210421	9.00	18.60	13.80	4.20	4.26	202104
20210422	5.40	22.00	13.70	4.30	5.02	202104
20210423	4.90	23.20	14.05	3.95	4.99	202104
20210424	5.60	26.50	16.05	1.95	4.08	202104
20210425	7.40	24.40	15.90	2.10	3.62	202104
20210426	12.70	15.60	14.15	3.85	3.85	202104
20210427	11.90	20.30	16.10	1.90	2.35	202104
20210428	12.40	17.50	14.95	3.05	3.05	202104
20210429	11.40	14.90	13.15	4.85	4.85	202104
20210430	11.20	13.40	12.30	5.70	5.70	202105
20210501	9.70	11.70	10.70	7.30	7.30	202105
20210502	7.90	15.20	11.55	6.45	6.45	202105
20210503	1.90	20.80	11.35	6.65	7.05	202105
20210504	4.30	22.10	13.20	4.80	5.52	202105
20210505	10.70	16.70	13.70	4.30	4.30	202105
20210506	4.90	12.50	8.70	9.30	9.30	202105
20210507	9.70	17.50	13.60	4.40	4.40	202105
20210508	4.40	27.90	16.15	1.85	4.39	202105
20210509	10.60	28.10	19.35	0.00	1.91	202105
20210510	14.10	18.00	16.05	1.95	1.95	202105
20210511	9.20	18.80	14.00	4.00	4.09	202105
20210512	5.20	20.90	13.05	4.95	5.41	202105
20210513	9.60	18.60	14.10	3.90	3.96	202105
20210514	7.10	16.20	11.65	6.35	6.35	202105
20210515	5.30	13.60	9.45	8.55	8.55	202105
20210516	10.50	19.90	15.20	2.80	3.11	202105
20210517	11.10	20.70	15.90	2.10	2.63	202105
20210518	7.60	19.00	13.30	4.70	4.82	202105
20210519	8.60	16.70	12.65	5.35	5.35	202105
20210520	6.60	21.90	14.25	3.75	4.48	202105
20210521	11.10	21.90	16.50	1.50	2.40	202105
20210522	9.00	22.20	15.60	2.40	3.30	202105
20210523	10.50	21.70	16.10	1.90	2.71	202105
20210524	11.00	22.70	16.85	1.15	2.32	202105
20210525	7.40	20.40	13.90	4.10	4.48	202105
20210526	5.30	24.60	14.95	3.05	4.53	202105
20210527	8.50	25.30	16.90	1.10	3.02	202105
20210528	9.30	27.30	18.30	0.00	2.46	202105
20210529	12.20	26.30	19.25	0.00	1.47	202105
20210530	10.80	25.60	18.20	0.00	2.05	202105
20210531	10.60	28.10	19.35	0.00	1.91	202105
20210601	12.00	28.10	20.05	0.00	1.42	0
20210602	16.10	22.20	19.15	0.00	0.40	0
20210603	13.00	26.70	19.85	0.00	1.17	0
20210604	14.20	29.90	22.05	0.00	0.69	0
20210605	15.00	25.10	20.05	0.00	0.61	0
20210606	15.00	23.50	19.25	0.00	0.68	0
20210607	16.80	23.30	20.05	0.00	0.19	0
20210608	16.30	25.60	20.95	0.00	0.27	0
20210609	16.30	26.90	21.60	0.00	0.25	0
20210610	14.00	28.60	21.30	0.00	0.78	0
20210611	14.40	29.80	22.10	0.00	0.64	0
20210612	14.30	31.10	22.70	0.00	0.64	0
20210613	15.90	31.50	23.70	0.00	0.29	0
20210614	15.90	32.80	24.35	0.00	0.28	0
20210615	16.40	32.90	24.65	0.00	0.19	0
20210616	16.20	33.40	24.80	0.00	0.22	0
20210617	18.20	33.50	25.85	0.00	0.00	0
20210618	19.10	33.30	26.20	0.00	0.00	0
20210619	20.00	33.00	26.50	0.00	0.00	0
20210620	19.80	30.80	25.30	0.00	0.00	0
20210621	17.20	30.80	24.00	0.00	0.08	0
20210622	16.30	26.50	21.40	0.00	0.25	0
20210623	14.70	26.50	20.60	0.00	0.65	0
20210624	15.70	23.30	19.50	0.00	0.48	0
20210625	13.80	25.00	19.40	0.00	1.00	0
20210626	12.10	29.00	20.55	0.00	1.34	0
20210627	14.90	31.40	23.15	0.00	0.49	0
20210628	16.20	27.70	21.95	0.00	0.26	0
20210629	16.90	27.20	22.05	0.00	0.14	0
20210630	12.40	24.20	18.30	0.00	1.56	0
20210701	13.80	26.60	20.20	0.00	0.91	0
20210702	12.50	29.10	20.80	0.00	1.21	0
20210703	18.00	22.70	20.35	0.00	0.00	0
20210704	14.80	21.70	18.25	0.00	0.88	0
20210705	12.80	29.60	21.20	0.00	1.09	0
20210706	16.70	27.50	22.10	0.00	0.17	0
20210707	17.00	25.80	21.40	0.00	0.13	0
20210708	15.40	20.40	17.90	0.10	0.78	0
20210709	12.50	26.30	19.40	0.00	1.36	0
20210710	12.60	30.70	21.65	0.00	1.11	0
20210711	16.40	28.70	22.55	0.00	0.22	0
20210712	16.60	28.40	22.50	0.00	0.18	0
20210713	13.70	18.10	15.90	2.10	2.11	0
20210714	13.30	17.70	15.50	2.50	2.50	0
20210715	14.80	20.00	17.40	0.60	1.08	0
20210716	16.10	24.20	20.15	0.00	0.34	0
20210717	13.90	26.30	20.10	0.00	0.90	0
20210718	19.40	29.10	24.25	0.00	0.00	0
20210719	16.40	30.00	23.20	0.00	0.21	0
20210720	15.50	30.60	23.05	0.00	0.37	0
20210721	16.30	30.40	23.35	0.00	0.22	0
20210722	15.00	31.10	23.05	0.00	0.47	0
20210723	15.60	33.00	24.30	0.00	0.33	0
20210724	17.60	30.30	23.95	0.00	0.04	0
20210725	19.80	29.40	24.60	0.00	0.00	0
20210726	18.20	28.20	23.20	0.00	0.00	0
20210727	16.20	28.80	22.50	0.00	0.25	0
20210728	18.00	28.60	23.30	0.00	0.00	0
20210729	15.60	30.20	22.90	0.00	0.36	0
20210730	19.00	29.60	24.30	0.00	0.00	0
20210731	19.10	24.00	21.55	0.00	0.00	0
20210801	15.20	21.90	18.55	0.00	0.72	0
20210802	11.50	25.40	18.45	0.00	1.80	0
20210803	11.70	23.10	17.40	0.60	1.97	0
20210804	16.00	18.90	17.45	0.55	0.74	0
20210805	14.70	25.10	19.90	0.00	0.70	0
20210806	16.10	28.40	22.25	0.00	0.28	0
20210807	15.70	23.80	19.75	0.00	0.46	0
20210808	14.40	26.00	20.20	0.00	0.76	0
20210809	11.60	28.20	19.90	0.00	1.55	0
20210810	13.10	30.40	21.75	0.00	0.97	0
20210811	15.40	31.90	23.65	0.00	0.38	0
20210812	16.90	32.20	24.55	0.00	0.12	0
20210813	17.40	32.30	24.85	0.00	0.06	0
20210814	18.10	33.30	25.70	0.00	0.00	0
20210815	18.70	32.90	25.80	0.00	0.00	0
20210816	20.00	23.80	21.90	0.00	0.00	0
20210817	16.00	25.00	20.50	0.00	0.35	0
20210818	13.00	25.10	19.05	0.00	1.27	0
20210819	17.80	24.80	21.30	0.00	0.02	0
20210820	14.10	28.70	21.40	0.00	0.75	0
20210821	14.40	31.40	22.90	0.00	0.61	0
20210822	17.30	29.90	23.60	0.00	0.07	0
20210823	14.60	26.10	20.35	0.00	0.69	0
20210824	14.50	23.00	18.75	0.00	0.89	0
20210825	14.80	26.30	20.55	0.00	0.63	0
20210826	12.70	26.90	19.80	0.00	1.25	0
20210827	12.90	25.30	19.10	0.00	1.29	0
20210828	9.90	25.20	17.55	0.45	2.45	0
20210829	9.50	24.70	17.10	0.90	2.68	0
20210830	12.70	23.00	17.85	0.15	1.57	0
20210831	11.40	25.30	18.35	0.00	1.84	0
20210901	10.40	26.40	18.40	0.00	2.12	0
20210902	11.80	28.90	20.35	0.00	1.44	0
20210903	17.40	25.80	21.60	0.00	0.07	0
20210904	16.60	26.60	21.60	0.00	0.19	0
20210905	14.10	29.30	21.70	0.00	0.73	0
20210906	13.60	29.80	21.70	0.00	0.85	0
20210907	13.50	31.10	22.30	0.00	0.84	0
20210908	14.30	31.20	22.75	0.00	0.64	0
20210909	17.30	25.40	21.35	0.00	0.08	0
20210910	16.70	22.10	19.40	0.00	0.24	0
20210911	12.60	27.00	19.80	0.00	1.28	0
20210912	12.20	27.80	20.00	0.00	1.37	0
20210913	12.60	30.70	21.65	0.00	1.11	0
20210914	14.40	29.20	21.80	0.00	0.66	0
20210915	18.00	24.00	21.00	0.00	0.00	0
20210916	16.10	21.30	18.70	0.00	0.44	0
20210917	17.30	24.80	21.05	0.00	0.08	0
20210918	14.70	27.20	20.95	0.00	0.63	0
20210919	13.50	17.50	15.50	2.50	2.50	0
20210920	10.40	18.90	14.65	3.35	3.46	0
20210921	11.50	22.00	16.75	1.25	2.21	202109
20210922	11.20	21.10	16.15	1.85	2.51	202109
20210923	11.00	25.80	18.40	0.00	1.95	202109
20210924	11.30	26.50	18.90	0.00	1.78	202109
20210925	12.30	24.80	18.55	0.00	1.55	202109
20210926	14.80	21.60	18.20	0.00	0.89	202109
20210927	10.40	24.40	17.40	0.60	2.34	202109
20210928	14.80	23.40	19.10	0.00	0.76	202109
20210929	12.60	22.90	17.75	0.25	1.62	202109
20210930	8.70	21.20	14.95	3.05	3.65	202109
20211001	7.20	25.50	16.35	1.65	3.54	202110
20211002	11.60	26.40	19.00	0.00	1.67	202110
20211003	16.30	24.90	20.60	0.00	0.28	202110
20211004	10.80	15.80	13.30	4.70	4.70	202110
20211005	10.90	16.70	13.80	4.20	4.20	202110
20211006	10.20	15.70	12.95	5.05	5.05	202110
20211007	7.40	18.00	12.70	5.30	5.30	202110
20211008	7.20	16.80	12.00	6.00	6.00	202110
20211009	11.80	19.80	15.80	2.20	2.51	202110
20211010	9.50	18.40	13.95	4.05	4.09	202110
20211011	6.10	17.10	11.60	6.40	6.40	202110
20211012	2.80	16.80	9.80	8.20	8.20	202110
20211013	5.00	17.00	11.00	7.00	7.00	202110
20211014	3.50	17.00	10.25	7.75	7.75	202110
20211015	2.00	19.50	10.75	7.25	7.42	202110
20211016	3.00	18.80	10.90	7.10	7.18	202110
20211017	3.00	20.70	11.85	6.15	6.54	202110
20211018	3.00	20.70	11.85	6.15	6.54	202110
20211019	5.00	20.90	12.95	5.05	5.50	202110
20211020	6.10	24.10	15.10	2.90	4.26	202110
20211021	11.60	20.50	16.05	1.95	2.44	202110
20211022	3.80	17.50	10.65	7.35	7.35	202110
20211023	5.40	15.80	10.60	7.40	7.40	202110
20211024	1.20	18.00	9.60	8.40	8.40	202110
20211025	2.10	19.50	10.80	7.20	7.37	202110
20211026	4.80	19.60	12.20	5.80	6.00	202110
20211027	4.00	18.60	11.30	6.70	6.76	202110
20211028	2.70	18.60	10.65	7.35	7.41	202110
20211029	4.20	21.80	13.00	5.00	5.65	202111
20211030	7.20	19.80	13.50	4.50	4.75	202111
20211031	10.40	23.20	16.80	1.20	2.50	202111
20211101	9.10	15.00	12.05	5.95	5.95	202111
20211102	5.90	15.60	10.75	7.25	7.25	202111
20211103	7.30	8.90	8.10	9.90	9.90	202111
20211104	4.70	11.80	8.25	9.75	9.75	202111
20211105	-1.30	12.00	5.35	12.65	12.65	202111
20211106	2.00	11.90	6.95	11.05	11.05	202111
20211107	2.10	11.20	6.65	11.35	11.35	202111
20211108	0.10	11.30	5.70	12.30	12.30	202111
20211109	5.90	12.60	9.25	8.75	8.75	202111
20211110	1.40	12.00	6.70	11.30	11.30	202111
20211111	3.20	14.50	8.85	9.15	9.15	202111
20211112	2.00	8.60	5.30	12.70	12.70	202111
20211113	4.40	9.80	7.10	10.90	10.90	202111
20211114	4.40	12.20	8.30	9.70	9.70	202111
20211115	7.80	10.30	9.05	8.95	8.95	202111
20211116	7.80	10.30	9.05	8.95	8.95	202111
20211117	6.20	7.90	7.05	10.95	10.95	202111
20211118	6.00	8.50	7.25	10.75	10.75	202111
20211119	4.70	12.80	8.75	9.25	9.25	202111
20211120	-0.20	6.60	3.20	14.80	14.80	202111
20211121	-0.50	5.70	2.60	15.40	15.40	202111
20211122	3.90	6.20	5.05	12.95	12.95	202111
20211123	5.40	9.00	7.20	10.80	10.80	202111
20211124	4.50	10.10	7.30	10.70	10.70	202111
20211125	1.80	7.50	4.65	13.35	13.35	202111
20211126	1.90	3.30	2.60	15.40	15.40	202111
20211127	0.20	5.30	2.75	15.25	15.25	202111
20211128	0.30	2.10	1.20	16.80	16.80	202111
20211129	0.20	3.20	1.70	16.30	16.30	202111
20211130	-4.80	3.00	-0.90	18.90	18.90	202111
20211201	-3.10	3.90	0.40	17.60	17.60	202112
20211202	2.50	5.70	4.10	13.90	13.90	202112
20211203	-2.80	4.70	0.95	17.05	17.05	202112
20211204	-0.60	8.30	3.85	14.15	14.15	202112
20211205	-0.40	5.90	2.75	15.25	15.25	202112
20211206	0.40	5.00	2.70	15.30	15.30	202112
20211207	0.20	6.60	3.40	14.60	14.60	202112
20211208	1.30	4.50	2.90	15.10	15.10	202112
20211209	0.40	6.60	3.50	14.50	14.50	202112
20211210	-0.60	3.20	1.30	16.70	16.70	202112
20211211	-0.20	5.40	2.60	15.40	15.40	202112
20211212	-1.10	4.90	1.90	16.10	16.10	202112
20211213	-4.40	3.90	-0.25	18.25	18.25	202112
20211214	-3.70	1.20	-1.25	19.25	19.25	202112
20211215	-0.80	2.30	0.75	17.25	17.25	202112
20211216	1.40	3.60	2.50	15.50	15.50	202112
20211217	2.10	5.60	3.85	14.15	14.15	202112
20211218	1.20	4.40	2.80	15.20	15.20	202112
20211219	-4.50	3.20	-0.65	18.65	18.65	202112
20211220	-0.20	2.30	1.05	16.95	16.95	202112
20211221	-1.50	3.80	1.15	16.85	16.85	202112
20211222	-6.40	4.50	-0.95	18.95	18.95	202112
20211223	-5.50	7.50	1.00	17.00	17.00	202112
20211224	-3.90	3.80	-0.05	18.05	18.05	202112
20211225	-2.00	6.00	2.00	16.00	16.00	202112
20211226	1.00	9.60	5.30	12.70	12.70	202112
20211227	0.90	7.60	4.25	13.75	13.75	202112
20211228	3.50	8.00	5.75	12.25	12.25	202112
20211229	6.20	8.80	7.50	10.50	10.50	202112
20211230	7.10	12.80	9.95	8.05	8.05	202112
20211231	1.60	14.30	7.95	10.05	10.05	202201
20220101	-1.40	13.70	6.15	11.85	11.85	202201
20220102	-2.10	10.30	4.10	13.90	13.90	202201
20220103	2.00	8.50	5.25	12.75	12.75	202201
20220104	2.00	12.90	7.45	10.55	10.55	202201
20220105	2.70	5.90	4.30	13.70	13.70	202201
20220106	-0.10	5.80	2.85	15.15	15.15	202201
20220107	-4.30	3.40	-0.45	18.45	18.45	202201
20220108	-1.10	7.10	3.00	15.00	15.00	202201
20220109	2.50	4.50	3.50	14.50	14.50	202201
20220110	1.80	7.40	4.60	13.40	13.40	202201
20220111	-0.50	5.10	2.30	15.70	15.70	202201
20220112	-0.50	3.10	1.30	16.70	16.70	202201
20220113	-5.10	3.90	-0.60	18.60	18.60	202201
20220114	-5.40	5.90	0.25	17.75	17.75	202201
20220115	-5.00	7.50	1.25	16.75	16.75	202201
20220116	-4.90	2.80	-1.05	19.05	19.05	202201
20220117	-4.40	2.20	-1.10	19.10	19.10	202201
20220118	-2.60	6.90	2.15	15.85	15.85	202201
20220119	-5.30	8.10	1.40	16.60	16.60	202201
20220120	-0.30	8.80	4.25	13.75	13.75	202201
20220121	-1.60	6.40	2.40	15.60	15.60	202201
20220122	-5.40	6.10	0.35	17.65	17.65	202201
20220123	-6.30	6.70	0.20	17.80	17.80	202201
20220124	-5.90	8.20	1.15	16.85	16.85	202201
20220125	-5.70	9.10	1.70	16.30	16.30	202201
20220126	-5.70	9.10	1.70	16.30	16.30	202201
20220127	-4.20	1.40	-1.40	19.40	19.40	202201
20220128	-2.30	3.80	0.75	17.25	17.25	202201
20220129	-3.50	5.50	1.00	17.00	17.00	202201
20220130	-1.10	5.60	2.25	15.75	15.75	202201
20220131	-3.40	5.90	1.25	16.75	16.75	202201
20220201	0.20	8.80	4.50	13.50	13.50	202202
20220202	2.10	11.40	6.75	11.25	11.25	202202
20220203	-0.10	12.40	6.15	11.85	11.85	202202
20220204	-1.80	9.00	3.60	14.40	14.40	202202
20220205	1.50	10.80	6.15	11.85	11.85	202202
20220206	-1.60	9.10	3.75	14.25	14.25	202202
20220207	4.60	11.40	8.00	10.00	10.00	202202
20220208	-3.50	11.70	4.10	13.90	13.90	202202
20220209	-3.90	14.60	5.35	12.65	12.65	202202
20220210	-3.40	15.40	6.00	12.00	12.00	202202
20220211	0.60	11.20	5.90	12.10	12.10	202202
20220212	-3.60	11.00	3.70	14.30	14.30	202202
20220213	-3.20	15.90	6.35	11.65	11.65	202202
20220214	5.00	11.80	8.40	9.60	9.60	202202
20220215	3.40	8.10	5.75	12.25	12.25	202202
20220216	-0.10	6.30	3.10	14.90	14.90	202202
20220217	5.40	14.90	10.15	7.85	7.85	202202
20220218	1.40	19.10	10.25	7.75	7.87	202202
20220219	4.60	11.60	8.10	9.90	9.90	202202
20220220	-1.10	14.30	6.60	11.40	11.40	202202
20220221	3.70	9.40	6.55	11.45	11.45	202202
20220222	3.00	12.40	7.70	10.30	10.30	202202
20220223	0.90	15.20	8.05	9.95	9.95	202202
20220224	-0.20	15.90	7.85	10.15	10.15	202202
20220225	6.30	11.80	9.05	8.95	8.95	202202
20220226	0.00	11.50	5.75	12.25	12.25	202202
20220227	-2.90	11.60	4.35	13.65	13.65	202202
20220228	-3.20	13.40	5.10	12.90	12.90	202202
20220301	-2.60	14.30	5.85	12.15	12.15	202203
20220302	-2.40	14.80	6.20	11.80	11.80	202203
20220303	1.80	16.60	9.20	8.80	8.80	202203
20220304	-1.10	15.90	7.40	10.60	10.60	202203
20220305	-2.40	13.30	5.45	12.55	12.55	202203
20220306	-3.60	11.30	3.85	14.15	14.15	202203
20220307	-3.60	11.70	4.05	13.95	13.95	202203
20220308	-3.50	13.90	5.20	12.80	12.80	202203
20220309	0.90	16.60	8.75	9.25	9.25	202203
20220310	-1.70	16.60	7.45	10.55	10.55	202203
20220311	3.60	19.00	11.30	6.70	6.81	202203
20220312	7.10	16.60	11.85	6.15	6.15	202203
20220313	4.70	15.00	9.85	8.15	8.15	202203
20220314	4.70	15.60	10.15	7.85	7.85	202203
20220315	8.10	20.90	14.50	3.50	4.01	202203
20220316	3.50	18.00	10.75	7.25	7.25	202203
20220317	5.50	17.30	11.40	6.60	6.60	202203
20220318	9.20	11.80	10.50	7.50	7.50	202203
20220319	6.10	17.30	11.70	6.30	6.30	202203
20220320	1.80	16.30	9.05	8.95	8.95	202203
20220321	1.30	19.20	10.25	7.75	7.88	202203
20220322	1.20	18.60	9.90	8.10	8.16	202203
20220323	0.10	18.70	9.40	8.60	8.67	202203
20220324	0.20	21.20	10.70	7.30	7.76	202203
20220325	1.20	21.60	11.40	6.60	7.15	202203
20220326	1.30	22.90	12.10	5.90	6.76	202203
20220327	1.20	21.60	11.40	6.60	7.15	202203
20220328	1.00	23.60	12.30	5.70	6.73	202203
20220329	4.60	20.60	12.60	5.40	5.79	202203
20220330	9.20	14.20	11.70	6.30	6.30	202203
20220331	8.40	12.60	10.50	7.50	7.50	202203
20220401	0.50	3.70	2.10	15.90	15.90	202204
20220402	0.40	4.70	2.55	15.45	15.45	202204
20220403	1.80	8.40	5.10	12.90	12.90	202204
20220404	2.40	12.40	7.40	10.60	10.60	202204
20220405	-1.60	17.30	7.85	10.15	10.15	202204
20220406	1.30	18.90	10.10	7.90	7.99	202204
20220407	9.10	12.50	10.80	7.20	7.20	202204
20220408	9.00	13.90	11.45	6.55	6.55	202204
20220409	5.30	8.20	6.75	11.25	11.25	202204
20220410	-0.40	17.20	8.40	9.60	9.60	202204
20220411	1.50	22.50	12.00	6.00	6.76	202204
20220412	6.10	18.90	12.50	5.50	5.60	202204
20220413	8.40	23.90	16.15	1.85	3.27	202204
20220414	6.40	25.90	16.15	1.85	3.83	202204
20220415	9.10	25.50	17.30	0.70	2.74	202204
20220416	8.90	24.20	16.55	1.45	3.00	202204
20220417	6.50	20.20	13.35	4.65	4.97	202204
20220418	3.80	22.40	13.10	4.90	5.69	202204
20220419	5.80	22.90	14.35	3.65	4.63	202204
20220420	5.50	21.30	13.40	4.60	5.15	202204
20220421	12.20	20.40	16.30	1.70	2.19	202204
20220422	6.50	23.40	14.95	3.05	4.21	202204
20220423	11.00	19.10	15.05	2.95	3.10	202204
20220424	7.90	17.70	12.80	5.20	5.20	202204
20220425	11.00	17.60	14.30	3.70	3.70	202204
20220426	9.30	20.50	14.90	3.10	3.53	202204
20220427	4.80	22.40	13.60	4.40	5.21	202204
20220428	6.00	24.10	15.05	2.95	4.30	202204
20220429	6.80	24.30	15.55	2.45	3.91	202204
20220430	9.30	22.70	16.00	2.00	3.07	202204
20220501	6.10	21.70	13.90	4.10	4.76	202205
20220502	6.50	23.60	15.05	2.95	4.17	202205
20220503	10.50	22.50	16.50	1.50	2.57	202205
20220504	11.40	22.80	17.10	0.90	2.13	202205
20220505	12.00	14.60	13.30	4.70	4.70	202205
20220506	10.40	17.70	14.05	3.95	3.95	202205
20220507	11.90	20.00	15.95	2.05	2.42	202205
20220508	13.10	22.10	17.60	0.40	1.51	202205
20220509	9.60	25.60	17.60	0.40	2.52	202205
20220510	10.70	27.90	19.30	0.00	1.89	202205
20220511	11.40	29.60	20.50	0.00	1.53	202205
20220512	11.60	28.60	20.10	0.00	1.52	202205
20220513	13.10	27.30	20.20	0.00	1.10	202205
20220514	12.50	28.90	20.70	0.00	1.21	202205
20220515	13.50	29.80	21.65	0.00	0.88	202205
20220516	14.90	28.40	21.65	0.00	0.55	202205
20220517	13.70	31.40	22.55	0.00	0.78	202205
20220518	13.70	32.10	22.90	0.00	0.77	202205
20220519	15.90	31.40	23.65	0.00	0.29	202205
20220520	14.10	33.50	23.80	0.00	0.64	202205
20220521	13.90	32.90	23.40	0.00	0.70	202205
20220522	16.60	32.10	24.35	0.00	0.17	202205
20220523	19.00	30.40	24.70	0.00	0.00	202205
20220524	15.60	19.80	17.70	0.30	0.77	202205
20220525	12.80	24.10	18.45	0.00	1.42	202205
20220526	11.60	26.10	18.85	0.00	1.70	202205
20220527	12.70	28.60	20.65	0.00	1.17	202205
20220528	13.00	26.80	19.90	0.00	1.16	202205
20220529	9.20	23.70	16.45	1.55	2.95	202205
20220530	10.60	24.60	17.60	0.40	2.23	202205
20220531	13.30	19.10	16.20	1.80	1.98	202205
20220601	12.70	25.60	19.15	0.00	1.34	202206
20220602	15.30	26.80	21.05	0.00	0.48	202206
20220603	16.30	29.50	22.90	0.00	0.23	202206
20220604	15.90	33.30	24.60	0.00	0.27	202206
20220605	18.50	27.60	23.05	0.00	0.00	202206
20220606	14.20	29.90	22.05	0.00	0.69	202206
20220607	15.90	27.00	21.45	0.00	0.33	202206
20220608	12.10	23.80	17.95	0.05	1.72	202206
20220609	14.30	20.80	17.55	0.45	1.18	202206
20220610	9.80	26.00	17.90	0.10	2.40	202206
20220611	10.30	30.20	20.25	0.00	1.87	0
20220612	12.90	33.30	23.10	0.00	0.94	0
20220613	15.70	30.20	22.95	0.00	0.34	0
20220614	13.20	31.20	22.20	0.00	0.92	0
20220615	17.10	32.70	24.90	0.00	0.09	0
20220616	16.30	34.40	25.35	0.00	0.20	0
20220617	17.00	34.00	25.50	0.00	0.10	0
20220618	16.50	36.50	26.50	0.00	0.17	0
20220619	18.30	35.70	27.00	0.00	0.00	0
20220620	18.30	35.00	26.65	0.00	0.00	0
20220621	17.50	32.40	24.95	0.00	0.05	0
20220622	19.20	28.40	23.80	0.00	0.00	0
20220623	17.20	29.30	23.25	0.00	0.09	0
20220624	17.30	25.10	21.20	0.00	0.08	0
20220625	13.70	30.40	22.05	0.00	0.81	0
20220626	16.90	30.20	23.55	0.00	0.13	0
20220627	19.70	22.50	21.10	0.00	0.00	0
20220628	17.30	24.80	21.05	0.00	0.08	0
20220629	19.20	31.20	25.20	0.00	0.00	0
20220630	17.00	30.60	23.80	0.00	0.11	0
20220701	15.10	25.30	20.20	0.00	0.58	0
20220702	11.70	31.00	21.35	0.00	1.37	0
20220703	16.20	34.60	25.40	0.00	0.22	0
20220704	19.10	31.20	25.15	0.00	0.00	0
20220705	17.40	30.00	23.70	0.00	0.06	0
20220706	13.90	29.70	21.80	0.00	0.77	0
20220707	13.90	29.20	21.55	0.00	0.79	0
20220708	14.80	29.30	22.05	0.00	0.55	0
20220709	13.00	30.30	21.65	0.00	1.01	0
20220710	13.70	30.80	22.25	0.00	0.80	0
20220711	14.10	30.90	22.50	0.00	0.69	0
20220712	14.20	32.10	23.15	0.00	0.64	0
20220713	14.30	35.00	24.65	0.00	0.57	0
20220714	17.20	37.20	27.20	0.00	0.08	0
20220715	17.40	34.60	26.00	0.00	0.06	0
20220716	15.10	34.00	24.55	0.00	0.42	0
20220717	14.60	33.70	24.15	0.00	0.53	0
20220718	16.40	37.00	26.70	0.00	0.18	0
20220719	18.90	37.90	28.40	0.00	0.00	0
20220720	21.20	36.40	28.80	0.00	0.00	0
20220721	19.80	33.90	26.85	0.00	0.00	0
20220722	16.80	37.90	27.35	0.00	0.12	0
20220723	21.70	32.90	27.30	0.00	0.00	0
20220724	17.10	37.20	27.15	0.00	0.09	0
